Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     307/615         oneurl::GetHost() const [1482]
[1467]   0.0    0.00    0.00     615         oneurl::ComponentString(Component const&) const [1467]
-----------------------------------------------
                0.00    0.00       1/511         std::vector<urlstring, std::allocator<urlstring> >::vector(std::vector<urlstring, std::allocator<urlstring> > const&) [1815]
                0.00    0.00     167/511         std::vector<urlstring, std::allocator<urlstring> >::front() const [1537]
                0.00    0.00     343/511         std::vector<urlstring, std::allocator<urlstring> >::empty() const [1479]
[1468]   0.0    0.00    0.00     511         std::vector<urlstring, std::allocator<urlstring> >::begin() const [1468]
                0.00    0.00     516/863         __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring const* const&) [1465]
-----------------------------------------------
                0.00    0.00     252/504         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::copy_(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > > const&) [2]
                0.00    0.00     252/504         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::replace<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator, tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base const&) [6]
[1469]   0.0    0.00    0.00     504         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base::operator*() const [1469]
-----------------------------------------------
                0.00    0.00     414/414         std::queue<Document*, std::deque<Document*, std::allocator<Document*> > >::empty() const [1471]
[1470]   0.0    0.00    0.00     414         std::deque<Document*, std::allocator<Document*> >::empty() const [1470]
                0.00    0.00     414/414         bool std::operator==<Document*, Document*&, Document**>(std::_Deque_iterator<Document*, Document*&, Document**> const&, std::_Deque_iterator<Document*, Document*&, Document**> const&) [1472]
-----------------------------------------------
                0.00    0.00     414/414         DocQueue::isEmpty() [90]
[1471]   0.0    0.00    0.00     414         std::queue<Document*, std::deque<Document*, std::allocator<Document*> > >::empty() const [1471]
                0.00    0.00     414/414         std::deque<Document*, std::allocator<Document*> >::empty() const [1470]
-----------------------------------------------
                0.00    0.00     414/414         std::deque<Document*, std::allocator<Document*> >::empty() const [1470]
[1472]   0.0    0.00    0.00     414         bool std::operator==<Document*, Document*&, Document**>(std::_Deque_iterator<Document*, Document*&, Document**> const&, std::_Deque_iterator<Document*, Document*&, Document**> const&) [1472]
-----------------------------------------------
                0.00    0.00     173/350         Net_Svc_Handler::handle_input(int) [41]
                0.00    0.00     177/350         Fetcher::MakeRequest(std::string, std::string, std::string, std::string, int) [1540]
[1473]   0.0    0.00    0.00     350         ACE_Unmanaged_Singleton<TimeoutControl, ACE_Null_Mutex>::instance() [1473]
                0.00    0.00     349/349         ACE_Unmanaged_Singleton<TimeoutControl, ACE_Null_Mutex>::instance_i() [1474]
                0.00    0.00       1/3           ACE_Guard<ACE_Null_Mutex>::locked() [1654]
                0.00    0.00       1/3           ACE_Guard<ACE_Null_Mutex>::ACE_Guard(ACE_Null_Mutex&) [1655]
                0.00    0.00       1/1           ACE_Unmanaged_Singleton<TimeoutControl, ACE_Null_Mutex>::ACE_Unmanaged_Singleton() [1731]
-----------------------------------------------
                0.00    0.00     349/349         ACE_Unmanaged_Singleton<TimeoutControl, ACE_Null_Mutex>::instance() [1473]
[1474]   0.0    0.00    0.00     349         ACE_Unmanaged_Singleton<TimeoutControl, ACE_Null_Mutex>::instance_i() [1474]
-----------------------------------------------
                0.00    0.00     349/349         URL_Queue::isEmpty() [92]
[1475]   0.0    0.00    0.00     349         std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::empty() const [1475]
                0.00    0.00     345/345         std::vector<urlstring, std::allocator<urlstring> >::empty() const [1479]
-----------------------------------------------
                0.00    0.00     348/348         URL_Queue::pop_queue() [91]
[1476]   0.0    0.00    0.00     348         urlstring::GetURL() [1476]
-----------------------------------------------
                0.00    0.00     345/345         std::vector<urlstring, std::allocator<urlstring> >::empty() const [1479]
[1477]   0.0    0.00    0.00     345         bool __gnu_cxx::operator==<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&) [1477]
                0.00    0.00     681/683         __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >::base() const [1466]
-----------------------------------------------
                0.00    0.00       1/345         std::vector<urlstring, std::allocator<urlstring> >::vector(std::vector<urlstring, std::allocator<urlstring> > const&) [1815]
                0.00    0.00     344/345         std::vector<urlstring, std::allocator<urlstring> >::empty() const [1479]
[1478]   0.0    0.00    0.00     345         std::vector<urlstring, std::allocator<urlstring> >::end() const [1478]
                0.00    0.00     347/863         __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring const* const&) [1465]
-----------------------------------------------
                0.00    0.00     345/345         std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::empty() const [1475]
[1479]   0.0    0.00    0.00     345         std::vector<urlstring, std::allocator<urlstring> >::empty() const [1479]
                0.00    0.00     345/345         bool __gnu_cxx::operator==<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&) [1477]
                0.00    0.00     344/345         std::vector<urlstring, std::allocator<urlstring> >::end() const [1478]
                0.00    0.00     343/511         std::vector<urlstring, std::allocator<urlstring> >::begin() const [1468]
-----------------------------------------------
                0.00    0.00     340/340         ACE_Message_Queue<ACE_NULL_SYNCH, ACE_System_Time_Policy>::ACE_Message_Queue(unsigned long, unsigned long, ACE_Notification_Strategy*) [1521]
[1480]   0.0    0.00    0.00     340         ACE_Condition<ACE_Null_Mutex>::ACE_Condition(ACE_Null_Mutex const&, ACE_Condition_Attributes const&, char const*, void*) [1480]
-----------------------------------------------
                0.00    0.00     327/327         ACE_Message_Queue<ACE_NULL_SYNCH, ACE_System_Time_Policy>::~ACE_Message_Queue() [1548]
[1481]   0.0    0.00    0.00     327         ACE_Condition<ACE_Null_Mutex>::~ACE_Condition() [1481]
-----------------------------------------------
                0.00    0.00     132/310         Document::getBase() [1573]
                0.00    0.00     178/310         HTTP_URL::URLParser(int) [1492]
[1482]   0.0    0.00    0.00     310         oneurl::GetHost() const [1482]
                0.00    0.00     307/615         oneurl::ComponentString(Component const&) const [1467]
-----------------------------------------------
                0.00    0.00     119/252         HtmlParser::ParseText() [4]
                0.00    0.00     133/252         HtmlParser::getBaseTag(Document*) [5]
[1483]   0.0    0.00    0.00     252         htmlcxx::HTML::ParserDom::getTree() [1483]
-----------------------------------------------
                0.00    0.00     178/178         Crawler_Thread::call(std::string, void*, void*, void*, void*, void*, void*, void**) [94]
[1484]   0.0    0.00    0.00     178         Crawler_Thread::StartGetURL() [1484]
-----------------------------------------------
                0.00    0.00     178/178         Crawler_Thread::svc() [88]
[1485]   0.0    0.00    0.00     178         HTTP_URL::gethostaddr() [1485]
-----------------------------------------------
                0.00    0.00     178/178         __gnu_cxx::__alloc_traits<std::allocator<urlstring> >::destroy(std::allocator<urlstring>&, urlstring*) [1493]
[1486]   0.0    0.00    0.00     178         __gnu_cxx::new_allocator<urlstring>::destroy(urlstring*) [1486]
                0.00    0.00     176/92206       urlstring::~urlstring() [1429]
-----------------------------------------------
                0.00    0.00     176/176         ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::operator new(unsigned long) [1501]
[1487]   0.0    0.00    0.00     176         ACE_Dynamic::set() [1487]
-----------------------------------------------
                0.00    0.00     176/176         ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::connect_i(Net_Svc_Handler*&, Net_Svc_Handler**, ACE_INET_Addr const&, ACE_Synch_Options const&, ACE_INET_Addr const&, int, int, int) [1543]
[1488]   0.0    0.00    0.00     176         ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::activate_svc_handler(Net_Svc_Handler*) [1488]
                0.00    0.00     176/176         ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::open(void*) [1489]
                0.00    0.00     172/34693       ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::peer() const [1435]
-----------------------------------------------
                0.00    0.00     176/176         ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::activate_svc_handler(Net_Svc_Handler*) [1488]
[1489]   0.0    0.00    0.00     176         ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::open(void*) [1489]
-----------------------------------------------
                0.00    0.00     176/176         ACE_Message_Queue<ACE_NULL_SYNCH, ACE_System_Time_Policy>::ACE_Message_Queue(unsigned long, unsigned long, ACE_Notification_Strategy*) [1521]
[1490]   0.0    0.00    0.00     176         ACE_Condition_Attributes_T<ACE_System_Time_Policy>::ACE_Condition_Attributes_T(int) [1490]
                0.00    0.00     169/169         ACE_Condition_Attributes::ACE_Condition_Attributes(int) [1539]
-----------------------------------------------
                0.00    0.00     176/176         Crawler_Thread::svc() [88]
[1491]   0.0    0.00    0.00     176         HTTP_URL::gethost() [1491]
-----------------------------------------------
                0.00    0.00     176/176         Crawler_Thread::svc() [88]
[1492]   0.0    0.00    0.00     176         HTTP_URL::URLParser(int) [1492]
                0.00    0.00     178/310         oneurl::GetHost() const [1482]
                0.00    0.00     174/174         oneurl::GetPath() const [1509]
-----------------------------------------------
                0.00    0.00     176/176         std::vector<urlstring, std::allocator<urlstring> >::pop_back() [1510]
[1493]   0.0    0.00    0.00     176         __gnu_cxx::__alloc_traits<std::allocator<urlstring> >::destroy(std::allocator<urlstring>&, urlstring*) [1493]
                0.00    0.00     178/178         __gnu_cxx::new_allocator<urlstring>::destroy(urlstring*) [1486]
-----------------------------------------------
                0.00    0.00     175/175         Fetcher::MakeRequest(std::string, std::string, std::string, std::string, int) [1540]
[1494]   0.0    0.00    0.00     175         ACE_Time_Value::ACE_Time_Value(long, long) [1494]
                0.00    0.00   32828/32828       ACE_Time_Value::set(long, long) [1437]
-----------------------------------------------
                0.00    0.00     175/175         Net_Svc_Handler::handle_input(int) [41]
[1495]   0.0    0.00    0.00     175         TimeoutControl::cancelTimer(long) [1495]
-----------------------------------------------
                0.00    0.00     175/175         ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::handle_close(int, unsigned long) [2252]
[1496]   0.0    0.00    0.00     175         ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::destroy() [1496]
                0.00    0.00     174/174         Net_Svc_Handler::~Net_Svc_Handler() [1504]
-----------------------------------------------
                0.00    0.00     175/175         Crawler_Thread::svc() [88]
[1497]   0.0    0.00    0.00     175         HTTP_URL::~HTTP_URL() [1497]
-----------------------------------------------
