Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   28712/92206       void std::__push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1449]
[1429]   0.0    0.00    0.00   92206         urlstring::~urlstring() [1429]
-----------------------------------------------
                0.00    0.00     344/91879       void std::__pop_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1533]
                0.00    0.00    3873/91879       void std::__adjust_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1544]
                0.00    0.00   14190/91879       __gnu_cxx::new_allocator<urlstring>::construct(urlstring*, urlstring const&) [1453]
                0.00    0.00   16383/91879       void std::_Construct<urlstring, urlstring>(urlstring*, urlstring const&) [1442]
                0.00    0.00   28373/91879       void std::push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1452]
                0.00    0.00   28716/91879       void std::__push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1449]
[1430]   0.0    0.00    0.00   91879         urlstring::urlstring(urlstring const&) [1430]
-----------------------------------------------
                0.00    0.00   90479/90479       std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::string> > const*, std::_Rb_tree_node<std::pair<std::string const, std::string> > const*, std::string const&) const [1407]
[1431]   0.0    0.00    0.00   90479         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_right(std::_Rb_tree_node_base const*) [1431]
-----------------------------------------------
                0.00    0.00   14185/79017       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator-(long const&) const [1451]
                0.00    0.00   14375/79017       std::vector<urlstring, std::allocator<urlstring> >::begin() [1447]
                0.00    0.00   14375/79017       std::vector<urlstring, std::allocator<urlstring> >::end() [1446]
                0.00    0.00   36082/79017       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator+(long const&) const [1434]
[1432]   0.0    0.00    0.00   79017         __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring* const&) [1432]
-----------------------------------------------
                0.00    0.00     514/50802       void std::__pop_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1533]
                0.00    0.00    7388/50802       void std::__adjust_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1544]
                0.00    0.00   14186/50802       void std::push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1452]
                0.00    0.00   28714/50802       void std::__push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1449]
[1433]   0.0    0.00    0.00   50802         __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator*() const [1433]
-----------------------------------------------
                0.00    0.00    7371/36092       void std::__adjust_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1544]
                0.00    0.00   28721/36092       void std::__push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1449]
[1434]   0.0    0.00    0.00   36092         __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator+(long const&) const [1434]
                0.00    0.00   36082/79017       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring* const&) [1432]
-----------------------------------------------
                0.00    0.00     165/34693       ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::connect_svc_handler(Net_Svc_Handler*&, ACE_INET_Addr const&, ACE_Time_Value*, ACE_INET_Addr const&, int, int, int) [1542]
                0.00    0.00     172/34693       ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::activate_svc_handler(Net_Svc_Handler*) [1488]
                0.00    0.00     335/34693       ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::shutdown() [1535]
                0.00    0.00     524/34693       Fetcher::MakeRequest(std::string, std::string, std::string, std::string, int) [1540]
                0.00    0.00   33497/34693       Net_Svc_Handler::handle_input(int) [41]
[1435]   0.0    0.00    0.00   34693         ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::peer() const [1435]
-----------------------------------------------
                0.00    0.00     168/33411       ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::shutdown() [1535]
                0.00    0.00     169/33411       ACE_SOCK_IO::send(void const*, unsigned long, ACE_Time_Value const*) const [1541]
                0.00    0.00     175/33411       Fetcher::MakeRequest(std::string, std::string, std::string, std::string, int) [1540]
                0.00    0.00     346/33411       ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::get_handle() const [1763]
                0.00    0.00   32553/33411       ACE_SOCK_IO::recv(void*, unsigned long, ACE_Time_Value const*) const [1439]
[1436]   0.0    0.00    0.00   33411         ACE_IPC_SAP::get_handle() const [1436]
-----------------------------------------------
                0.00    0.00   32828/32828       ACE_Time_Value::ACE_Time_Value(long, long) [1494]
[1437]   0.0    0.00    0.00   32828         ACE_Time_Value::set(long, long) [1437]
-----------------------------------------------
                0.00    0.00   16383/32766       void std::_Destroy_aux<false>::__destroy<urlstring*>(urlstring*, urlstring*) [1595]
                0.00    0.00   16383/32766       urlstring* std::__uninitialized_copy<false>::__uninit_copy<urlstring*, urlstring*>(urlstring*, urlstring*, urlstring*) [1589]
[1438]   0.0    0.00    0.00   32766         urlstring* std::__addressof<urlstring>(urlstring&) [1438]
-----------------------------------------------
                0.00    0.00   32751/32751       Net_Svc_Handler::handle_input(int) [41]
[1439]   0.0    0.00    0.00   32751         ACE_SOCK_IO::recv(void*, unsigned long, ACE_Time_Value const*) const [1439]
                0.00    0.00   32553/33411       ACE_IPC_SAP::get_handle() const [1436]
-----------------------------------------------
                0.00    0.00      30/29117       std::vector<urlstring, std::allocator<urlstring> >::_M_insert_aux(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring const&) [1602]
                0.00    0.00   29087/29117       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::difference_type __gnu_cxx::operator-<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > > const&) [1445]
[1440]   0.0    0.00    0.00   29117         __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::base() const [1440]
-----------------------------------------------
                0.00    0.00     168/16552       void std::__pop_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1533]
                0.00    0.00     170/16552       URL_Queue::pop_queue() [91]
                0.00    0.00    1852/16552       void std::__adjust_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1544]
                0.00    0.00   14362/16552       void std::__push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1449]
[1441]   0.0    0.00    0.00   16552         urlstring::operator=(urlstring const&) [1441]
-----------------------------------------------
                0.00    0.00   16383/16383       urlstring* std::__uninitialized_copy<false>::__uninit_copy<urlstring*, urlstring*>(urlstring*, urlstring*, urlstring*) [1589]
[1442]   0.0    0.00    0.00   16383         void std::_Construct<urlstring, urlstring>(urlstring*, urlstring const&) [1442]
                0.00    0.00   16383/2692380     operator new(unsigned long, void*) [1356]
                0.00    0.00   16383/91879       urlstring::urlstring(urlstring const&) [1430]
-----------------------------------------------
                0.00    0.00   16383/16383       void std::_Destroy_aux<false>::__destroy<urlstring*>(urlstring*, urlstring*) [1595]
[1443]   0.0    0.00    0.00   16383         void std::_Destroy<urlstring>(urlstring*) [1443]
                0.00    0.00   16383/92206       urlstring::~urlstring() [1429]
-----------------------------------------------
                0.00    0.00    1833/16189       void std::__adjust_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1544]
                0.00    0.00   14356/16189       void std::__push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1449]
[1444]   0.0    0.00    0.00   16189         cmp::operator()(urlstring, urlstring) const [1444]
-----------------------------------------------
                0.00    0.00       1/14548       void std::make_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1834]
                0.00    0.00      15/14548       std::vector<urlstring, std::allocator<urlstring> >::_M_insert_aux(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring const&) [1602]
                0.00    0.00     172/14548       void std::__pop_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1533]
                0.00    0.00     173/14548       void std::pop_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1498]
                0.00    0.00   14187/14548       void std::push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1452]
[1445]   0.0    0.00    0.00   14548         __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::difference_type __gnu_cxx::operator-<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > > const&) [1445]
                0.00    0.00   29087/29117       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::base() const [1440]
-----------------------------------------------
                0.00    0.00       1/14373       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::priority_queue(cmp const&, std::vector<urlstring, std::allocator<urlstring> > const&) [1803]
                0.00    0.00      15/14373       std::vector<urlstring, std::allocator<urlstring> >::push_back(urlstring const&) [1456]
                0.00    0.00     171/14373       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::pop() [1518]
                0.00    0.00   14186/14373       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::push(urlstring const&) [1454]
[1446]   0.0    0.00    0.00   14373         std::vector<urlstring, std::allocator<urlstring> >::end() [1446]
                0.00    0.00   14375/79017       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring* const&) [1432]
-----------------------------------------------
                0.00    0.00       1/14370       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::priority_queue(cmp const&, std::vector<urlstring, std::allocator<urlstring> > const&) [1803]
                0.00    0.00      15/14370       std::vector<urlstring, std::allocator<urlstring> >::_M_insert_aux(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring const&) [1602]
                0.00    0.00     171/14370       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::pop() [1518]
                0.00    0.00   14183/14370       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::push(urlstring const&) [1454]
[1447]   0.0    0.00    0.00   14370         std::vector<urlstring, std::allocator<urlstring> >::begin() [1447]
                0.00    0.00   14375/79017       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring* const&) [1432]
-----------------------------------------------
                0.00    0.00     177/14364       URL_Queue::pop_queue() [91]
                0.00    0.00   14187/14364       URL_Queue::insert_queue(std::string, int) [84]
[1448]   0.0    0.00    0.00   14364         urlstring::urlstring(std::string, int) [1448]
-----------------------------------------------
                0.00    0.00     173/14362       void std::__adjust_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1544]
                0.00    0.00   14189/14362       void std::push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1452]
[1449]   0.0    0.00    0.00   14362         void std::__push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1449]
                0.00    0.00   28721/36092       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator+(long const&) const [1434]
                0.00    0.00   28716/91879       urlstring::urlstring(urlstring const&) [1430]
                0.00    0.00   28714/50802       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator*() const [1433]
                0.00    0.00   28712/92206       urlstring::~urlstring() [1429]
                0.00    0.00   14362/16552       urlstring::operator=(urlstring const&) [1441]
                0.00    0.00   14356/16189       cmp::operator()(urlstring, urlstring) const [1444]
-----------------------------------------------
                0.00    0.00     120/14305       URLTest::addToBloomSet(std::string, int) [1579]
                0.00    0.00   14185/14305       URL_Queue::insert_queue(std::string, int) [84]
[1450]   0.0    0.00    0.00   14305         DBManager::writeDB(int, std::string, timeval*) [1450]
-----------------------------------------------
                0.00    0.00   14189/14189       void std::push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1452]
[1451]   0.0    0.00    0.00   14189         __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator-(long const&) const [1451]
                0.00    0.00   14185/79017       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring* const&) [1432]
-----------------------------------------------
                0.00    0.00   14189/14189       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::push(urlstring const&) [1454]
[1452]   0.0    0.00    0.00   14189         void std::push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1452]
                0.00    0.00   28373/91879       urlstring::urlstring(urlstring const&) [1430]
                0.00    0.00   28373/92206       urlstring::~urlstring() [1429]
                0.00    0.00   14189/14189       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator-(long const&) const [1451]
                0.00    0.00   14189/14362       void std::__push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, urlstring, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, long, long, urlstring, cmp) [1449]
                0.00    0.00   14187/14548       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::difference_type __gnu_cxx::operator-<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > > const&) [1445]
                0.00    0.00   14186/50802       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::operator*() const [1433]
-----------------------------------------------
                0.00    0.00   14187/14187       void __gnu_cxx::__alloc_traits<std::allocator<urlstring> >::construct<urlstring>(std::allocator<urlstring>&, urlstring*, urlstring const&) [1455]
[1453]   0.0    0.00    0.00   14187         __gnu_cxx::new_allocator<urlstring>::construct(urlstring*, urlstring const&) [1453]
                0.00    0.00   14190/91879       urlstring::urlstring(urlstring const&) [1430]
                0.00    0.00   14186/2692380     operator new(unsigned long, void*) [1356]
-----------------------------------------------
                0.00    0.00   14187/14187       URL_Queue::insert_queue(std::string, int) [84]
[1454]   0.0    0.00    0.00   14187         std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::push(urlstring const&) [1454]
                0.00    0.00   14189/14189       void std::push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1452]
                0.00    0.00   14186/14373       std::vector<urlstring, std::allocator<urlstring> >::end() [1446]
                0.00    0.00   14185/14185       std::vector<urlstring, std::allocator<urlstring> >::push_back(urlstring const&) [1456]
                0.00    0.00   14183/14370       std::vector<urlstring, std::allocator<urlstring> >::begin() [1447]
-----------------------------------------------
                0.00    0.00      15/14185       std::vector<urlstring, std::allocator<urlstring> >::_M_insert_aux(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring const&) [1602]
                0.00    0.00   14170/14185       std::vector<urlstring, std::allocator<urlstring> >::push_back(urlstring const&) [1456]
[1455]   0.0    0.00    0.00   14185         void __gnu_cxx::__alloc_traits<std::allocator<urlstring> >::construct<urlstring>(std::allocator<urlstring>&, urlstring*, urlstring const&) [1455]
                0.00    0.00   14187/14187       __gnu_cxx::new_allocator<urlstring>::construct(urlstring*, urlstring const&) [1453]
-----------------------------------------------
                0.00    0.00   14185/14185       std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::push(urlstring const&) [1454]
[1456]   0.0    0.00    0.00   14185         std::vector<urlstring, std::allocator<urlstring> >::push_back(urlstring const&) [1456]
                0.00    0.00   14170/14185       void __gnu_cxx::__alloc_traits<std::allocator<urlstring> >::construct<urlstring>(std::allocator<urlstring>&, urlstring*, urlstring const&) [1455]
                0.00    0.00      15/14373       std::vector<urlstring, std::allocator<urlstring> >::end() [1446]
                0.00    0.00      15/15          std::vector<urlstring, std::allocator<urlstring> >::_M_insert_aux(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring const&) [1602]
-----------------------------------------------
                0.00    0.00    5721/5721        HtmlParser::modifyurl(std::string&) [1428]
[1457]   0.0    0.00    0.00    5721         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1457]
-----------------------------------------------
                0.00    0.00    3477/3477        Net_Svc_Handler::handle_rawdata() [42]
[1458]   0.0    0.00    0.00    3477         Document::append(unsigned char*, int) [1458]
-----------------------------------------------
                0.00    0.00    2861/2861        HtmlParser::modifyurl(std::string&) [1428]
[1459]   0.0    0.00    0.00    2861         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [1459]
-----------------------------------------------
                0.00    0.00     158/1314        ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::remove() [86]
                0.00    0.00    1156/1314        ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::add(ACE_Cached_Mem_Pool_Node<Document>*) [28]
[1460]   0.0    0.00    0.00    1314         ACE_Guard<ACE_Thread_Mutex>::locked() const [1460]
-----------------------------------------------
                0.00    0.00    1313/1313        ACE_Guard<ACE_Thread_Mutex>::ACE_Guard(ACE_Thread_Mutex&) [1462]
[1461]   0.0    0.00    0.00    1313         ACE_Guard<ACE_Thread_Mutex>::acquire() [1461]
                0.00    0.00    1311/1311        ACE_Thread_Mutex::acquire() [1463]
-----------------------------------------------
                0.00    0.00     157/1313        ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::remove() [86]
                0.00    0.00    1156/1313        ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::add(ACE_Cached_Mem_Pool_Node<Document>*) [28]
[1462]   0.0    0.00    0.00    1313         ACE_Guard<ACE_Thread_Mutex>::ACE_Guard(ACE_Thread_Mutex&) [1462]
                0.00    0.00    1313/1313        ACE_Guard<ACE_Thread_Mutex>::acquire() [1461]
-----------------------------------------------
                0.00    0.00    1311/1311        ACE_Guard<ACE_Thread_Mutex>::acquire() [1461]
[1463]   0.0    0.00    0.00    1311         ACE_Thread_Mutex::acquire() [1463]
                0.00    0.00  134050/321126      ACE_OS::thread_mutex_lock(pthread_mutex_t*) [1370]
-----------------------------------------------
                0.00    0.00     503/1259        tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::erase<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator) [22]
                0.00    0.00     756/1259        tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::copy_(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > > const&) [2]
[1464]   0.0    0.00    0.00    1259         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base::skip_children() [1464]
-----------------------------------------------
                0.00    0.00     347/863         std::vector<urlstring, std::allocator<urlstring> >::end() const [1478]
                0.00    0.00     516/863         std::vector<urlstring, std::allocator<urlstring> >::begin() const [1468]
[1465]   0.0    0.00    0.00     863         __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring const* const&) [1465]
-----------------------------------------------
                0.00    0.00       2/683         bool __gnu_cxx::operator!=<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&) [1762]
                0.00    0.00     681/683         bool __gnu_cxx::operator==<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&) [1477]
[1466]   0.0    0.00    0.00     683         __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >::base() const [1466]
-----------------------------------------------
                0.00    0.00     133/615         oneurl::GetScheme() const [1569]
                0.00    0.00     175/615         oneurl::GetPath() const [1509]
